source,forecaster_id,variable_canonical,forecast_date,horizon_native,pred_growth,pred_direction,realized_direction,hit,source_file,variable_native,year
greenbook,fed_staff,general_business,1978-03-15,+1..+4Q,8.125,improve,improve,1.0,gIP_1967_1984.xlsx,gIP,1978
greenbook,fed_staff,general_business,1978-04-12,+1..+4Q,7.0,improve,improve,1.0,gIP_1967_1984.xlsx,gIP,1978
greenbook,fed_staff,general_business,1978-05-10,+1..+4Q,6.7,improve,improve,1.0,gIP_1967_1984.xlsx,gIP,1978
greenbook,fed_staff,general_business,1978-06-14,+1..+4Q,6.125,improve,improve,1.0,gIP_1967_1984.xlsx,gIP,1978
greenbook,fed_staff,general_business,1978-07-12,+1..+4Q,5.8,improve,improve,1.0,gIP_1967_1984.xlsx,gIP,1978
greenbook,fed_staff,general_business,1978-08-09,+1..+4Q,5.575,improve,no_change,0.0,gIP_1967_1984.xlsx,gIP,1978
greenbook,fed_staff,general_business,1978-09-13,+1..+4Q,5.525,improve,no_change,0.0,gIP_1967_1984.xlsx,gIP,1978
greenbook,fed_staff,general_business,1978-10-11,+1..+4Q,4.9750000000000005,improve,no_change,0.0,gIP_1967_1984.xlsx,gIP,1978
greenbook,fed_staff,general_business,1978-11-15,+1..+4Q,3.175,improve,no_change,0.0,gIP_1967_1984.xlsx,gIP,1978
greenbook,fed_staff,general_business,1978-12-13,+1..+4Q,3.0749999999999993,improve,no_change,0.0,gIP_1967_1984.xlsx,gIP,1978
greenbook,fed_staff,general_business,1979-01-31,+1..+4Q,2.175,improve,no_change,0.0,gIP_1967_1984.xlsx,gIP,1979
greenbook,fed_staff,general_business,1979-03-14,+1..+4Q,2.125,improve,no_change,0.0,gIP_1967_1984.xlsx,gIP,1979
greenbook,fed_staff,general_business,1979-04-11,+1..+4Q,1.3,improve,no_change,0.0,gIP_1967_1984.xlsx,gIP,1979
greenbook,fed_staff,general_business,1979-05-16,+1..+4Q,1.1500000000000001,improve,worsen,0.0,gIP_1967_1984.xlsx,gIP,1979
greenbook,fed_staff,general_business,1979-07-03,+1..+4Q,-1.7000000000000002,worsen,worsen,1.0,gIP_1967_1984.xlsx,gIP,1979
greenbook,fed_staff,general_business,1979-08-08,+1..+4Q,-1.5250000000000004,worsen,worsen,1.0,gIP_1967_1984.xlsx,gIP,1979
greenbook,fed_staff,general_business,1979-09-12,+1..+4Q,-2.5,worsen,worsen,1.0,gIP_1967_1984.xlsx,gIP,1979
greenbook,fed_staff,general_business,1979-10-12,+1..+4Q,-1.4749999999999999,worsen,worsen,1.0,gIP_1967_1984.xlsx,gIP,1979
greenbook,fed_staff,general_business,1979-11-14,+1..+4Q,-2.0000000000000004,worsen,no_change,0.0,gIP_1967_1984.xlsx,gIP,1979
greenbook,fed_staff,general_business,1980-01-03,+1..+4Q,-1.1749999999999998,worsen,no_change,0.0,gIP_1967_1984.xlsx,gIP,1980
greenbook,fed_staff,general_business,1980-01-30,+1..+4Q,-2.8,worsen,no_change,0.0,gIP_1967_1984.xlsx,gIP,1980
greenbook,fed_staff,general_business,1980-03-14,+1..+4Q,-2.975,worsen,no_change,0.0,gIP_1967_1984.xlsx,gIP,1980
greenbook,fed_staff,general_business,1980-04-16,+1..+4Q,-4.625,worsen,no_change,0.0,gIP_1967_1984.xlsx,gIP,1980
greenbook,fed_staff,general_business,1980-05-14,+1..+4Q,-4.625,worsen,improve,0.0,gIP_1967_1984.xlsx,gIP,1980
greenbook,fed_staff,general_business,1980-07-02,+1..+4Q,0.17499999999999993,no_change,improve,0.0,gIP_1967_1984.xlsx,gIP,1980
greenbook,fed_staff,general_business,1980-08-06,+1..+4Q,0.34999999999999987,no_change,improve,0.0,gIP_1967_1984.xlsx,gIP,1980
greenbook,fed_staff,general_business,1980-09-10,+1..+4Q,0.17500000000000007,no_change,improve,0.0,gIP_1967_1984.xlsx,gIP,1980
greenbook,fed_staff,general_business,1980-10-15,+1..+4Q,-0.15000000000000002,no_change,no_change,1.0,gIP_1967_1984.xlsx,gIP,1980
greenbook,fed_staff,general_business,1980-11-12,+1..+4Q,-0.8499999999999999,no_change,no_change,1.0,gIP_1967_1984.xlsx,gIP,1980
greenbook,fed_staff,general_business,1980-12-12,+1..+4Q,-3.15,worsen,worsen,1.0,gIP_1967_1984.xlsx,gIP,1980
greenbook,fed_staff,general_business,1981-01-28,+1..+4Q,-1.15,worsen,worsen,1.0,gIP_1967_1984.xlsx,gIP,1981
greenbook,fed_staff,general_business,1981-03-25,+1..+4Q,0.65,no_change,worsen,0.0,gIP_1967_1984.xlsx,gIP,1981
greenbook,fed_staff,general_business,1981-05-13,+1..+4Q,1.3,improve,worsen,0.0,gIP_1967_1984.xlsx,gIP,1981
greenbook,fed_staff,general_business,1981-07-01,+1..+4Q,1.375,improve,worsen,0.0,gIP_1967_1984.xlsx,gIP,1981
greenbook,fed_staff,general_business,1981-08-12,+1..+4Q,1.725,improve,worsen,0.0,gIP_1967_1984.xlsx,gIP,1981
greenbook,fed_staff,general_business,1981-09-30,+1..+4Q,0.10000000000000009,no_change,worsen,0.0,gIP_1967_1984.xlsx,gIP,1981
greenbook,fed_staff,general_business,1981-11-10,+1..+4Q,2.5,improve,worsen,0.0,gIP_1967_1984.xlsx,gIP,1981
greenbook,fed_staff,general_business,1981-12-16,+1..+4Q,2.875,improve,worsen,0.0,gIP_1967_1984.xlsx,gIP,1981
greenbook,fed_staff,general_business,1982-01-27,+1..+4Q,5.25,improve,no_change,0.0,gIP_1967_1984.xlsx,gIP,1982
greenbook,fed_staff,general_business,1982-03-24,+1..+4Q,7.675,improve,worsen,0.0,gIP_1967_1984.xlsx,gIP,1982
greenbook,fed_staff,general_business,1982-05-12,+1..+4Q,5.475,improve,no_change,0.0,gIP_1967_1984.xlsx,gIP,1982
greenbook,fed_staff,general_business,1982-06-23,+1..+4Q,4.1,improve,no_change,0.0,gIP_1967_1984.xlsx,gIP,1982
greenbook,fed_staff,general_business,1982-08-18,+1..+4Q,6.875,improve,improve,1.0,gIP_1967_1984.xlsx,gIP,1982
greenbook,fed_staff,general_business,1982-09-29,+1..+4Q,6.175,improve,improve,1.0,gIP_1967_1984.xlsx,gIP,1982
greenbook,fed_staff,general_business,1982-11-10,+1..+4Q,7.324999999999999,improve,improve,1.0,gIP_1967_1984.xlsx,gIP,1982
