date,block,hit,claim,econ,additive,full
1900-01-20,1899,1,0.5801896500109747,0.5771894561958139,0.6328027376037809,0.7702467229462917
1900-02-26,1899,0,0.3546666109758316,0.5419831570573118,0.37689474045810717,0.13314323870833833
1900-03-20,1899,1,0.5928210136225844,0.6256770815943694,0.6863436491658429,0.8366601592544085
1900-03-31,1899,1,0.5260631655011612,0.6256770815943694,0.6169386187016015,0.8033123607567374
1900-03-19,1899,1,0.5051219923311738,0.6256770815943694,0.6185828105731996,0.7944194586984377
1900-03-19,1899,1,0.5103800237800385,0.6256770815943694,0.621005880928091,0.7959985142254765
1900-03-26,1899,1,0.5829819947730508,0.6256770815943694,0.6815896353345292,0.8398741974067299
1900-03-26,1899,1,0.5660866488451795,0.6256770815943694,0.6678749153404804,0.826128277276343
1900-02-22,1899,0,0.4625329229689359,0.5419831570573118,0.48383428127766703,0.1871885786979426
1900-02-22,1899,0,0.39582201437115677,0.5419831570573118,0.40859829153608346,0.1495746783137818
1900-05-31,1899,1,0.49278952541981297,0.48235925563270543,0.4587787328175492,0.5204421079743667
1900-04-30,1899,1,0.5871604981182271,0.47727353296420805,0.5346158415841202,0.5852296609506422
1900-05-09,1899,0,0.4610790229421203,0.48235925563270543,0.41299879236065035,0.2592537360470023
1900-05-27,1899,0,0.16640820575912693,0.48235925563270543,0.15345256353554537,0.14233352769017169
1900-05-27,1899,1,0.5798608639212213,0.48235925563270543,0.5454233147978794,0.5990147960189007
1900-04-21,1899,1,0.5972423560756089,0.47727353296420805,0.5443030034683378,0.5876018812106365
1900-04-21,1899,1,0.5032377056609909,0.47727353296420805,0.47099018805429244,0.5240298848338507
1900-06-15,1899,1,0.58868685122253,0.5078233214735175,0.5759690342627447,0.6549087176822567
1900-06-27,1899,1,0.47907640161513054,0.5078233214735175,0.4877855177115399,0.5757868834728376
1900-06-30,1899,0,0.4491290416231619,0.5078233214735175,0.43896234002877066,0.2246789312897161
1900-06-30,1899,1,0.578809061161049,0.5078233214735175,0.5683338834377482,0.6446390871887169
1900-07-12,1899,0,0.4582390051055661,0.5065021681362499,0.4385086311802098,0.23425296100913812
1900-07-21,1899,1,0.50101175602038,0.5065021681362499,0.482038182319665,0.5660016718871423
1900-09-06,1899,1,0.5908816071756929,0.48784194842054845,0.5537833293426909,0.6091759426854637
1900-08-10,1899,1,0.5121554987634716,0.5005458344819175,0.4606581354446317,0.5506983858228304
1900-08-10,1899,1,0.5178877231036189,0.5005458344819175,0.46344630735928055,0.5533142212890312
1900-08-25,1899,1,0.5689030989873499,0.5005458344819175,0.542537096447661,0.6097513830084382
1900-07-13,1899,1,0.5825344481498522,0.5065021681362499,0.5688156737817883,0.643608737227085
1900-08-27,1899,0,0.4533912247438969,0.5005458344819175,0.43356221131541434,0.2366820916250151
1900-08-27,1899,1,0.49006229379798777,0.5005458344819175,0.4855694291711062,0.5651718216112561
1900-08-22,1899,1,0.5582906882019872,0.5005458344819175,0.553572650062533,0.6270994848158233
1900-08-22,1899,1,0.4726664178840853,0.5005458344819175,0.46071964817606287,0.5341082089274721
1900-08-22,1899,0,0.3494479178249543,0.5005458344819175,0.3403707204749671,0.1760737169339948
1900-08-22,1899,0,0.37145348374577003,0.5005458344819175,0.3607826034426867,0.18869044142627472
1900-09-29,1899,1,0.49149617150420266,0.48784194842054845,0.47303731994650544,0.5383730470696275
1900-10-23,1899,0,0.45481350374283813,0.5076465255851226,0.441544778874236,0.22678124853338047
1900-10-29,1899,0,0.3688926179701766,0.5076465255851226,0.36902900556905327,0.1831013006862624
1900-09-02,1899,0,0.4085675705818183,0.48784194842054845,0.3944313406144372,0.24565735438866543
1900-09-02,1899,0,0.4067203357465794,0.48784194842054845,0.39353858790967666,0.24500455016372216
1900-11-02,1899,0,0.4729795278311862,0.493443232612048,0.42998019430147455,0.24623183537362314
1900-11-02,1899,0,0.47560405248517595,0.493443232612048,0.44348701781997896,0.2421780332537609
1900-11-02,1899,0,0.4605097674297284,0.493443232612048,0.42973069679333326,0.24984168719701735
1900-11-02,1899,0,0.4780839828178373,0.493443232612048,0.43889834351611384,0.23529662785341532
1900-12-17,1899,1,0.5927296174803689,0.4342531073627816,0.49862544034253753,0.49394688744746457
1901-01-27,1899,1,0.5968844587015556,0.5101879545196537,0.5798675825336287,0.6565089625057277
1900-12-09,1899,1,0.5806554025796994,0.4342531073627816,0.4861405377459236,0.4882054784623196
1900-12-09,1899,1,0.5922505011327843,0.4342531073627816,0.4919800341816192,0.493712894538972
1900-11-12,1899,0,0.44335448482231854,0.493443232612048,0.4020942369112003,0.23175531454202136
1901-01-19,1899,1,0.45993862319671136,0.5101879545196537,0.46732578593704455,0.5557003804985675
1900-12-29,1899,1,0.4742464499068388,0.4342531073627816,0.38594353930201236,0.3927756203086624
1901-01-12,1899,1,0.4842060519839497,0.5101879545196537,0.4899326011953587,0.5767017008120076
1901-03-24,1899,1,0.498048379279614,0.548645336969736,0.5305367453871354,0.6619815174235966
1901-03-24,1899,1,0.4924521691670998,0.548645336969736,0.5370051794436385,0.6655737218567811
1901-03-24,1899,1,0.5982404599399773,0.548645336969736,0.6129319694357434,0.729201308673482
1901-05-13,1899,1,0.49291222343332236,0.4763430173535047,0.45540684912747437,0.513939437360058
1901-05-02,1899,1,0.5904192009137602,0.4763430173535047,0.5416500054008734,0.58476269471265
1901-05-25,1899,1,0.5662072240890618,0.4763430173535047,0.5188520232719159,0.5636420626518035
1901-05-11,1899,0,0.3494878598440122,0.4763430173535047,0.30953244612453057,0.20691436970860097
1901-05-11,1899,0,0.3529741949069039,0.4763430173535047,0.31113297946921864,0.208073979113504
1901-05-04,1899,1,0.6013598383614258,0.4763430173535047,0.5445583687638623,0.5827479164421691
1901-05-04,1899,1,0.4914782074087285,0.4763430173535047,0.4547114299298274,0.5132788144609516
1901-05-04,1899,0,0.4663206420622567,0.4763430173535047,0.4116252569935255,0.28457686714364605
1901-07-04,1899,1,0.5313051513901691,0.4511001011852163,0.4368971384761292,0.46653451717822314
1901-07-04,1899,1,0.5317813706387922,0.4511001011852163,0.43712712415885235,0.46675390735160033
1901-06-09,1899,1,0.5633866783718501,0.45416348020977565,0.49420487748459174,0.5139682606305749
1901-06-27,1899,1,0.5890134918129765,0.45416348020977565,0.5008929658564897,0.5189426970615694
1901-06-27,1899,1,0.5847485497503419,0.45416348020977565,0.5046111342481341,0.52750889990972
1901-06-27,1899,1,0.5702841417757079,0.45416348020977565,0.49736676321940215,0.520693380764575
1901-06-27,1899,1,0.5791653027427611,0.45416348020977565,0.501806924428191,0.524871710683646
1901-06-27,1899,0,0.4576422740757954,0.45416348020977565,0.37271233928842584,0.2993203573180142
1901-06-27,1899,0,0.22983345555258444,0.45416348020977565,0.17392680056530052,0.17421491706666214
1901-06-03,1899,1,0.4891064647065875,0.45416348020977565,0.43691469488598866,0.46356343102111613
1901-06-03,1899,1,0.4665961055779255,0.45416348020977565,0.41286773701253116,0.4366876399560988
1901-07-22,1899,0,0.3493988436210652,0.4511001011852163,0.2991514945807158,0.2505469127592795
1901-09-23,1899,1,0.5890310254737954,0.4709031817281863,0.5352960514018411,0.5724966043108063
1901-07-27,1899,1,0.49340822203136736,0.4511001011852163,0.4358114008850274,0.45882288698614176
1901-07-27,1899,0,0.37156810247203836,0.4511001011852163,0.31704337753176315,0.26406438721790876
1901-09-07,1899,1,0.5557181004809328,0.4709031817281863,0.5065646264041435,0.5526378032603901
1901-10-05,1899,1,0.5013952209243369,0.5313006256063345,0.5139944913660531,0.6284929727662021
1901-10-25,1899,1,0.5961666564046262,0.5313006256063345,0.5977390723429999,0.6938152241031182
1901-09-26,1899,1,0.5896126955458367,0.4709031817281863,0.5384028754053098,0.5792133897445524
1901-11-11,1899,0,0.15859137130180057,0.4917661040336231,0.15158970402781555,0.1394301834589041
1901-08-13,1899,1,0.47573639287365865,0.46288540803171624,0.4394933596216269,0.47653136443744254
1901-08-13,1899,1,0.5867142568280952,0.46288540803171624,0.5257622882275353,0.5541041046043194
1901-09-10,1899,1,0.5857864672841742,0.4709031817281863,0.5336679723545249,0.5709857668479377
1901-08-06,1899,0,0.4552877617946615,0.46288540803171624,0.39627038100955114,0.29778292950034574
1901-10-07,1899,0,0.37752793874790275,0.5313006256063345,0.39704240741867153,0.1562966690159822
1901-09-13,1899,0,0.46286847493604377,0.4709031817281863,0.4017646469385491,0.2870196718071695
1901-09-13,1899,1,0.5951098534298469,0.4709031817281863,0.5261350991630354,0.5649253865329352
1901-09-13,1899,1,0.5895681362274581,0.4709031817281863,0.5233376376129241,0.5623237616786357
1901-09-13,1899,0,0.46248714440659516,0.4709031817281863,0.39595724345938554,0.278270316640383
1901-08-21,1899,1,0.5294176198808259,0.46288540803171624,0.4545491239958703,0.4915558024757672
1901-08-21,1899,0,0.4013233157477507,0.46288540803171624,0.3341870650215316,0.2540709569972431
1901-12-06,1899,1,0.4732655065980797,0.5247579011588356,0.4890435839637932,0.5928814230632863
1901-12-28,1899,1,0.587641431118236,0.5247579011588356,0.5899031076470288,0.6814519179312744
1901-12-03,1899,0,0.36489450601069784,0.5247579011588356,0.38383256395723564,0.16192644462377795
1901-11-10,1899,0,0.40449966430583956,0.4917661040336231,0.3492213967729632,0.20144212599582192
1902-01-25,1902,1,0.5259547167669726,0.5048927817775812,0.5057184464844323,0.5627289640416586
1901-12-12,1899,0,0.4629804800125685,0.5247579011588356,0.4574023528843833,0.19870325982042578
1901-12-12,1899,0,0.5284355201514115,0.5247579011588356,0.5502058600552407,0.6634596152444967
1902-01-15,1902,1,0.6152138645279569,0.5048927817775812,0.5796540807578292,0.6180040128183663
1901-12-02,1899,1,0.47621341110658383,0.5247579011588356,0.5040676842253202,0.6102492706120997
1902-02-06,1902,1,0.6035991220428361,0.5016067362417226,0.5703097810803645,0.6124545162419223
1902-02-06,1902,1,0.6227996817428678,0.5016067362417226,0.5885712915498849,0.6278357752419352
1902-02-20,1902,0,0.5639277586952183,0.5016067362417226,0.5487804404100477,0.6047127854021455
1902-01-05,1902,0,0.4351495779725602,0.5048927817775812,0.4037320552503595,0.2644657464766465
1902-01-05,1902,0,0.43294333302850035,0.5048927817775812,0.4025257849815406,0.26342374297509946
1902-01-05,1902,1,0.6133237647404274,0.5048927817775812,0.5854945470940536,0.6407499967041385
1902-01-05,1902,0,0.4394342854071935,0.5048927817775812,0.40917713855286325,0.2728241055491534
1902-01-05,1902,1,0.6069146541634001,0.5048927817775812,0.5818399009816377,0.6370378245702618
1902-06-05,1902,0,0.6094019106235846,0.4529198827632442,0.520153976455791,0.5115754287555871
1902-05-18,1902,0,0.6174946302554537,0.4757896819239018,0.5496385695950139,0.5675396481598133
1902-05-19,1902,0,0.5622933875391848,0.4757896819239018,0.48126194565311614,0.4978421096836001
1902-04-19,1902,0,0.5220595921507264,0.514082558822434,0.5102721141051973,0.5726811167402693
1902-07-24,1902,0,0.6100591707971676,0.42410227409056706,0.49749917628919976,0.44867521052959125
1902-07-21,1902,0,0.5174387892048619,0.42410227409056706,0.41377437863829153,0.3788943167929807
1902-07-17,1902,0,0.6148814465447043,0.42410227409056706,0.487567442017749,0.4401655194060472
