forecast_date,forecast_growth,source_file,pred_direction,realized_direction,hit,source,forecaster_id,variable_native,variable_canonical,horizon_native
1982-09-29,2.35,gRGDP_1967_1984.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1982-11-10,3.1500000000000004,gRGDP_1967_1984.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1982-12-15,3.0999999999999996,gRGDP_1967_1984.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1983-02-02,3.6500000000000004,gRGDP_1967_1984.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1983-03-23,4.2,gRGDP_1967_1984.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1983-05-18,4.775,gRGDP_1967_1984.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1983-07-06,4.4,gRGDP_1967_1984.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1983-08-17,4.199999999999999,gRGDP_1967_1984.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1983-09-28,4.4,gRGDP_1967_1984.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1983-11-09,4.35,gRGDP_1967_1984.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1983-12-14,4.299999999999999,gRGDP_1967_1984.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1984-01-25,3.975,gRGDP_1967_1984.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1984-03-21,4.05,gRGDP_1967_1984.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1984-05-16,3.4,gRGDP_1967_1984.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1984-07-11,3.0250000000000004,gRGDP_1967_1984.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1984-08-15,3.4,gRGDP_1967_1984.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1984-09-26,3.3,gRGDP_1967_1984.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1984-10-31,3.175,gRGDP_1967_1984.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1984-12-12,2.9000000000000004,gRGDP_1967_1984.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1985-02-06,3.3,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1985-03-20,3.125,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1985-05-15,2.9,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1985-07-03,2.575,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1985-08-14,2.65,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1985-09-25,2.75,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1985-10-30,2.375,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1985-12-11,2.125,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1986-02-05,2.8249999999999997,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1986-03-26,3.6,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1986-05-14,3.925,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1986-07-02,3.325,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1986-08-13,3.325,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1986-09-17,3.175,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1986-10-29,2.85,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1986-12-10,2.75,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1987-02-04,2.8499999999999996,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1987-03-25,2.65,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1987-05-13,2.55,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1987-07-01,2.375,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1987-08-12,2.5,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1987-09-16,2.725,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1987-10-28,1.9250000000000003,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1987-12-09,2.0500000000000003,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1988-02-03,2.55,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1988-03-23,2.625,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1988-05-11,2.125,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1988-06-22,2.025,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1988-08-10,2.475,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1988-09-14,2.775,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1988-10-26,3.075,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1988-12-07,3.225,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1989-02-01,2.025,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1989-03-22,1.75,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1989-05-10,1.3499999999999999,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1989-06-28,1.35,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1989-08-16,1.8250000000000002,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1989-09-27,1.675,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1989-11-08,1.625,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1989-12-13,1.625,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1990-01-31,2.0,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1990-03-21,1.925,gRGDP_1985_Last.xlsx,improve,worsen,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1990-05-09,1.6,gRGDP_1985_Last.xlsx,improve,worsen,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1990-06-27,1.775,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1990-08-15,1.525,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1990-09-26,0.725,gRGDP_1985_Last.xlsx,no_change,no_change,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1990-11-07,1.225,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1990-12-12,1.7750000000000001,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1991-01-30,2.95,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1991-03-20,3.15,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1991-05-08,3.675,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1991-06-28,3.7249999999999996,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1991-08-14,3.3499999999999996,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1991-09-25,3.4250000000000003,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1991-10-30,3.125,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1991-12-11,1.9000000000000001,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1992-01-30,2.95,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1992-03-25,3.05,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1992-05-14,3.0,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1992-06-26,2.675,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1992-08-13,2.875,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1992-09-30,2.15,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1992-11-12,2.35,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1992-12-16,2.6750000000000003,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1993-01-29,2.9,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1993-03-17,2.825,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1993-05-14,2.625,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1993-06-30,2.45,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1993-08-11,2.4749999999999996,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1993-09-15,2.775,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1993-11-10,2.45,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1993-12-15,2.65,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1994-01-31,2.575,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1994-03-16,2.4749999999999996,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1994-05-13,2.3000000000000003,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1994-06-30,2.375,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1994-08-12,2.125,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1994-09-21,2.05,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1994-11-09,1.6,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1994-12-14,1.875,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1995-01-25,1.85,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1995-03-22,2.0999999999999996,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1995-05-17,2.3,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1995-06-28,2.175,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1995-08-16,2.4499999999999997,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1995-09-20,2.3,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1995-11-08,2.55,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1995-12-14,2.45,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1996-01-26,2.1,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1996-03-21,2.4,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1996-05-16,2.0749999999999997,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1996-06-26,2.125,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1996-08-15,2.075,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1996-09-18,2.1500000000000004,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1996-11-06,2.225,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1996-12-12,2.225,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1997-01-29,2.3499999999999996,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1997-03-19,2.5250000000000004,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1997-05-15,2.225,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1997-06-25,2.625,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1997-08-14,2.175,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1997-09-24,2.625,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1997-11-06,2.225,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1997-12-11,1.6750000000000003,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1998-01-28,1.5,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1998-03-25,2.025,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1998-05-14,1.95,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1998-06-24,1.75,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1998-08-13,1.7249999999999999,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1998-09-23,1.4500000000000002,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1998-11-12,1.5499999999999998,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1998-12-16,2.05,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1999-01-28,2.125,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1999-03-24,2.3,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1999-05-13,2.7,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1999-06-23,2.925,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1999-08-18,3.0250000000000004,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1999-09-29,3.2750000000000004,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1999-11-10,3.475,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
1999-12-15,3.7750000000000004,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2000-01-27,4.0,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2000-03-15,4.05,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2000-05-11,3.8249999999999997,gRGDP_1985_Last.xlsx,improve,worsen,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2000-06-21,3.65,gRGDP_1985_Last.xlsx,improve,worsen,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2000-08-16,3.9499999999999997,gRGDP_1985_Last.xlsx,improve,worsen,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2000-09-27,3.85,gRGDP_1985_Last.xlsx,improve,worsen,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2000-11-08,3.7,gRGDP_1985_Last.xlsx,improve,worsen,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2000-12-13,3.0500000000000003,gRGDP_1985_Last.xlsx,improve,worsen,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2001-01-25,2.8,gRGDP_1985_Last.xlsx,improve,worsen,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2001-03-14,2.625,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2001-05-09,2.875,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2001-06-20,2.6500000000000004,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2001-08-16,2.3,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2001-09-27,0.9500000000000001,gRGDP_1985_Last.xlsx,no_change,no_change,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2001-10-31,2.425,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2001-12-05,2.8249999999999997,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2002-01-23,3.1750000000000003,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2002-03-13,3.65,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2002-05-01,3.8249999999999997,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2002-06-20,3.725,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2002-08-07,3.125,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2002-09-18,2.85,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2002-10-30,2.9750000000000005,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2002-12-04,3.325,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2003-01-22,4.199999999999999,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2003-03-13,3.875,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2003-04-30,4.3,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2003-06-18,4.75,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2003-08-06,4.7,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2003-09-10,4.975,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2003-10-22,5.075,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2003-12-03,5.25,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2004-01-21,5.075000000000001,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2004-03-11,4.9,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2004-04-28,4.5,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2004-06-23,4.3500000000000005,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2004-08-05,3.9499999999999997,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2004-09-15,3.875,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2004-11-03,3.6750000000000003,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2004-12-08,3.875,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2005-01-26,3.8499999999999996,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2005-03-16,3.875,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2005-04-28,3.625,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2005-06-22,3.6,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2005-08-04,3.3,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2005-09-14,3.625,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2005-10-26,3.3,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2005-12-07,3.45,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2006-01-25,3.425,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2006-03-22,3.425,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2006-05-03,3.075,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2006-06-21,2.675,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2006-08-03,2.225,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2006-09-13,1.9249999999999998,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2006-10-18,2.175,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2006-12-06,2.1750000000000003,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2007-01-24,2.425,gRGDP_1985_Last.xlsx,improve,improve,1.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
2007-03-14,2.3,gRGDP_1985_Last.xlsx,improve,no_change,0.0,greenbook,fed_staff,gRGDP,real_gdp,+1..+4Q
