source,forecaster_id,variable_canonical,forecast_date,horizon_native,pred_growth,pred_direction,realized_direction,hit,source_file,variable_native,year
greenbook,fed_staff,general_business,1980-01-03,+1..+4Q,-1.2249999999999999,worsen,no_change,0.0,gRGDP_1967_1984.xlsx,gRGDP,1980
greenbook,fed_staff,general_business,1980-01-30,+1..+4Q,-2.2500000000000004,worsen,no_change,0.0,gRGDP_1967_1984.xlsx,gRGDP,1980
greenbook,fed_staff,general_business,1980-03-14,+1..+4Q,-2.875,worsen,no_change,0.0,gRGDP_1967_1984.xlsx,gRGDP,1980
greenbook,fed_staff,general_business,1980-04-16,+1..+4Q,-2.925,worsen,no_change,0.0,gRGDP_1967_1984.xlsx,gRGDP,1980
greenbook,fed_staff,general_business,1980-05-14,+1..+4Q,-2.375,worsen,improve,0.0,gRGDP_1967_1984.xlsx,gRGDP,1980
greenbook,fed_staff,general_business,1980-07-02,+1..+4Q,1.4,improve,improve,1.0,gRGDP_1967_1984.xlsx,gRGDP,1980
greenbook,fed_staff,general_business,1980-08-06,+1..+4Q,1.5,improve,improve,1.0,gRGDP_1967_1984.xlsx,gRGDP,1980
greenbook,fed_staff,general_business,1980-09-10,+1..+4Q,1.3,improve,improve,1.0,gRGDP_1967_1984.xlsx,gRGDP,1980
greenbook,fed_staff,general_business,1980-10-15,+1..+4Q,0.5,no_change,no_change,1.0,gRGDP_1967_1984.xlsx,gRGDP,1980
greenbook,fed_staff,general_business,1980-11-12,+1..+4Q,0.29999999999999993,no_change,no_change,1.0,gRGDP_1967_1984.xlsx,gRGDP,1980
greenbook,fed_staff,general_business,1980-12-12,+1..+4Q,-0.7749999999999999,no_change,worsen,0.0,gRGDP_1967_1984.xlsx,gRGDP,1980
greenbook,fed_staff,general_business,1981-01-28,+1..+4Q,-0.050000000000000044,no_change,worsen,0.0,gRGDP_1967_1984.xlsx,gRGDP,1981
greenbook,fed_staff,general_business,1981-03-25,+1..+4Q,0.4,no_change,worsen,0.0,gRGDP_1967_1984.xlsx,gRGDP,1981
greenbook,fed_staff,general_business,1981-05-13,+1..+4Q,0.6,no_change,worsen,0.0,gRGDP_1967_1984.xlsx,gRGDP,1981
greenbook,fed_staff,general_business,1981-07-01,+1..+4Q,0.925,no_change,worsen,0.0,gRGDP_1967_1984.xlsx,gRGDP,1981
greenbook,fed_staff,general_business,1981-08-12,+1..+4Q,0.9500000000000001,no_change,worsen,0.0,gRGDP_1967_1984.xlsx,gRGDP,1981
greenbook,fed_staff,general_business,1981-09-30,+1..+4Q,0.39999999999999997,no_change,worsen,0.0,gRGDP_1967_1984.xlsx,gRGDP,1981
greenbook,fed_staff,general_business,1981-11-10,+1..+4Q,1.4,improve,worsen,0.0,gRGDP_1967_1984.xlsx,gRGDP,1981
greenbook,fed_staff,general_business,1981-12-16,+1..+4Q,1.7249999999999999,improve,worsen,0.0,gRGDP_1967_1984.xlsx,gRGDP,1981
greenbook,fed_staff,general_business,1982-01-27,+1..+4Q,2.725,improve,no_change,0.0,gRGDP_1967_1984.xlsx,gRGDP,1982
greenbook,fed_staff,general_business,1982-03-24,+1..+4Q,3.25,improve,worsen,0.0,gRGDP_1967_1984.xlsx,gRGDP,1982
greenbook,fed_staff,general_business,1982-05-12,+1..+4Q,2.95,improve,no_change,0.0,gRGDP_1967_1984.xlsx,gRGDP,1982
