month,n_claims,n_directional,net_direction,share_worsen,share_improve,disagreement,hedge_rate,mean_horizon,share_named,share_expert,share_official,share_journalist,n_all_claims,n_pages,attention
1902-04,20.0,20.0,0.9,0.05,0.95,0.09999999999999998,0.3,12.0,0.05,0.05,0.0,0.95,54,30,180.0
1902-05,21.0,21.0,0.047619047619047616,0.47619047619047616,0.5238095238095238,0.9523809523809523,0.42857142857142855,6.0,0.3333333333333333,0.2857142857142857,0.09523809523809523,0.47619047619047616,44,29,151.72413793103448
1902-06,26.0,26.0,0.6153846153846154,0.19230769230769232,0.8076923076923077,0.3846153846153846,0.34615384615384615,10.5,0.4230769230769231,0.6153846153846154,0.038461538461538464,0.34615384615384615,63,29,217.24137931034483
1902-07,28.0,28.0,0.5714285714285714,0.21428571428571427,0.7857142857142857,0.4285714285714286,0.2857142857142857,13.5,0.2857142857142857,0.35714285714285715,0.03571428571428571,0.6071428571428571,58,29,200.0
1902-08,14.0,14.0,1.0,0.0,1.0,0.0,0.5714285714285714,12.0,0.7142857142857143,0.7857142857142857,0.0,0.21428571428571427,48,29,165.51724137931035
1902-09,16.0,15.0,0.6,0.2,0.8,0.4,0.1875,4.5,0.125,0.5,0.0,0.5,39,29,134.48275862068965
1902-10,20.0,20.0,0.3,0.35,0.65,0.7,0.4,12.0,0.45,0.15,0.25,0.55,51,30,170.0
1902-11,13.0,12.0,0.5,0.25,0.75,0.5,0.38461538461538464,13.5,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.6923076923076923,36,30,120.0
1902-12,31.0,30.0,0.26666666666666666,0.36666666666666664,0.6333333333333333,0.7333333333333334,0.41935483870967744,8.714285714285714,0.1935483870967742,0.2903225806451613,0.0,0.7096774193548387,63,30,210.0
1903-01,21.0,21.0,0.7142857142857143,0.14285714285714285,0.8571428571428571,0.2857142857142857,0.23809523809523808,12.0,0.38095238095238093,0.3333333333333333,0.19047619047619047,0.47619047619047616,45,30,150.0
1903-02,34.0,33.0,0.45454545454545453,0.2727272727272727,0.7272727272727273,0.5454545454545454,0.4117647058823529,6.166666666666667,0.11764705882352941,0.08823529411764706,0.0,0.9117647058823529,68,30,226.66666666666666
1903-03,16.0,15.0,0.2,0.4,0.6,0.8,0.5,8.0,0.3125,0.375,0.0,0.5625,49,30,163.33333333333334
1903-04,19.0,18.0,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.33333333333333337,0.42105263157894735,12.0,0.3684210526315789,0.47368421052631576,0.05263157894736842,0.47368421052631576,44,29,151.72413793103448
1903-05,20.0,18.0,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.33333333333333337,0.5,7.75,0.2,0.35,0.0,0.6,51,30,170.0
1903-06,22.0,21.0,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.5714285714285714,0.45454545454545453,6.0,0.3181818181818182,0.2727272727272727,0.13636363636363635,0.5909090909090909,49,30,163.33333333333334
1903-07,44.0,44.0,0.5454545454545454,0.22727272727272727,0.7727272727272727,0.4545454545454546,0.4090909090909091,9.75,0.45454545454545453,0.4772727272727273,0.022727272727272728,0.5,71,30,236.66666666666666
1903-08,32.0,32.0,0.5,0.25,0.75,0.5,0.5,6.0,0.21875,0.25,0.0625,0.65625,74,30,246.66666666666666
1903-09,38.0,37.0,0.7837837837837838,0.10810810810810811,0.8918918918918919,0.21621621621621623,0.13157894736842105,6.0,0.47368421052631576,0.5789473684210527,0.0,0.42105263157894735,68,30,226.66666666666666
1903-10,21.0,21.0,-0.047619047619047616,0.5238095238095238,0.47619047619047616,0.9523809523809523,0.47619047619047616,8.0,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.2857142857142857,48,30,160.0
1903-11,19.0,18.0,0.4444444444444444,0.2777777777777778,0.7222222222222222,0.5555555555555556,0.3684210526315789,8.0,0.631578947368421,0.5789473684210527,0.05263157894736842,0.3684210526315789,64,29,220.68965517241378
1903-12,35.0,33.0,0.696969696969697,0.15151515151515152,0.8484848484848485,0.303030303030303,0.4857142857142857,10.714285714285714,0.34285714285714286,0.42857142857142855,0.02857142857142857,0.5428571428571428,83,30,276.6666666666667
1904-01,35.0,35.0,0.9428571428571428,0.02857142857142857,0.9714285714285714,0.05714285714285716,0.42857142857142855,10.8,0.34285714285714286,0.34285714285714286,0.02857142857142857,0.6285714285714286,71,29,244.82758620689654
1904-02,14.0,14.0,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.8571428571428572,0.5,,0.35714285714285715,0.5,0.0,0.42857142857142855,47,30,156.66666666666666
1904-03,18.0,17.0,0.8823529411764706,0.058823529411764705,0.9411764705882353,0.11764705882352944,0.3333333333333333,,0.2777777777777778,0.2222222222222222,0.05555555555555555,0.6111111111111112,47,30,156.66666666666666
1904-04,24.0,24.0,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.33333333333333337,0.5,8.571428571428571,0.2916666666666667,0.2916666666666667,0.08333333333333333,0.5416666666666666,58,30,193.33333333333334
1904-05,18.0,17.0,0.29411764705882354,0.35294117647058826,0.6470588235294118,0.7058823529411764,0.3333333333333333,8.0,0.2777777777777778,0.2222222222222222,0.0,0.6111111111111112,43,30,143.33333333333334
1904-06,24.0,24.0,0.5833333333333334,0.20833333333333334,0.7916666666666666,0.41666666666666663,0.375,9.0,0.4166666666666667,0.4166666666666667,0.041666666666666664,0.5,50,30,166.66666666666666
1904-07,49.0,49.0,0.3877551020408163,0.30612244897959184,0.6938775510204082,0.6122448979591837,0.2857142857142857,11.25,0.3877551020408163,0.4897959183673469,0.0,0.46938775510204084,65,30,216.66666666666666
1904-08,25.0,25.0,0.36,0.32,0.68,0.64,0.32,12.0,0.4,0.28,0.04,0.68,61,29,210.3448275862069
