term,coef,se,z,p,lo95,hi95,odds_ratio
const,-2.0824195308922326,2.7106344933180573,-0.768240622638564,0.4423442435837126,-7.3952631377956255,3.2304240760111598,0.12462830507488457
p_net_direction,0.2554640637198966,0.6275776512895049,0.40706367282994543,0.6839612234719392,-0.974588132807533,1.4855162602473262,1.291060616268322
p_net_direction_d6,0.08040308179177375,0.4573330662297526,0.17580859056314388,0.8604443204682377,-0.8159697280185414,0.9767758916020888,1.0837238089825234
p_disagreement,0.2632948107290731,0.905257762294566,0.290850652372974,0.7711655440890888,-1.5110104033682763,2.0376000248264226,1.3012102731603061
p_disagreement_d6,0.5750165432508697,0.562350425831181,1.0225235313033996,0.3065331811928833,-0.527190291378245,1.6772233778799843,1.7771599266733564
p_hedge_rate,-1.2080522550857464,1.3221733500524013,-0.9136867378531477,0.3608814746523388,-3.7995120211884528,1.3834075110169601,0.29877865766879685
p_hedge_rate_d6,1.2047585201292843,0.8815321505898113,1.366664300698744,0.1717305524513617,-0.5230444950267457,2.9325615352853145,3.3359534151962316
p_share_expert,-0.2661794345945352,1.1037974202144931,-0.24114881020723025,0.8094397837161578,-2.4296223782149418,1.8972635090258714,0.7663016141446357
p_share_expert_d6,0.5491882045682368,0.672734842862122,0.8163516583023093,0.4142990367528028,-0.7693720874415224,1.867748496577996,1.7318465419480042
p_attention,0.325800044149422,0.5566491000647379,0.5852880101872646,0.5583540754126215,-0.7652321919774643,1.4168322802763083,1.3851383746585275
p_attention_d6,-0.2535900958211843,0.34111787281872663,-0.743408997381807,0.45723409865527276,-0.9221811265458885,0.41500093490351986,0.776009826532938
