n,n_blocks,auc_macro_oof,wald_chi2,wald_df,wald_p,style_chi2,style_df,style_p,interaction_chi2,interaction_df,interaction_p,max_abs_effect,median_ci_width_pp
14251,22,0.5095298852960092,1414.6264192231936,19,9.291936822354194e-289,3.3303366609733844,5,0.6492004525617655,6.962512404670434,3,0.07310227670060596,0.34512547467060145,21.218031720093766
