n_with_optimism_sign,share_too_optimistic,share_too_pessimistic,share_correct,mean_signed_error,share_of_errors_optimistic
11976,0.3151302605210421,0.15364061456245826,0.5312291249164997,0.16148964595858384,0.6722479515496972
