term,coef,se,z,p,lo95,hi95,odds_ratio
c_direction_no_change,-1.688450993998552,0.2857708859523495,-5.908408018443455,3.4542959603811596e-09,-2.248561930465157,-1.1283400575319469,0.18480556732726466
c_direction_worsen,-0.43172678965299865,0.29318580287003193,-1.4725364783245707,0.1408760638978035,-1.0063709632782611,0.1429173839722639,0.6493867716361927
c_topic_general_business,0.8987627464072148,0.32428853417458814,2.7714909769931775,0.00558002187841633,0.263157219425022,1.5343682733894075,2.456561840170536
c_topic_markets,0.5461098208776004,0.31384814837420283,1.7400447436333788,0.08185116163305306,-0.06903254993583707,1.1612521916910379,1.7265234512600298
c_topic_other,0.6556045079528252,0.305023667803045,2.149356188242257,0.03160617560397849,0.05775811905885697,1.2534508968467934,1.9263066331616134
c_topic_prices,0.40596137273375393,0.3172997781829692,1.2794253278666285,0.20074731948560665,-0.21594619250486574,1.0278689379723736,1.5007445816778768
c_voice_journalist,-0.04619757999258505,0.0846485451751097,-0.5457575188919978,0.585232628015347,-0.21210872853580007,0.11971356855062995,0.954853283647073
c_voice_layperson,-0.027120584269956106,0.11230358386169212,-0.24149348878622215,0.8091726623735731,-0.24723560863887267,0.19299444009896044,0.9732438765459513
c_voice_official,-0.058403632642704206,0.08617049450756427,-0.67776833562882,0.4979185906804422,-0.22729780187753018,0.11049053659212177,0.943269136373785
c_voice_unclear,-0.06224823692557992,0.3029705300210732,-0.2054597089731804,0.8372129741322272,-0.6560704757668834,0.5315740019157236,0.9396496021090008
c_hedged,0.009012893497475433,0.05365969743565041,0.16796392689846681,0.8666116580141261,-0.09616011347639937,0.11418590047135023,1.0090536319204502
c_quoted,-0.03014043016103222,0.09899465742927606,-0.30446522008084326,0.7607734861010176,-0.22416995872241327,0.16388909840034885,0.9703092632944098
c_named,-0.0029858269641596835,0.0670661468807374,-0.04452062781345302,0.9644894096601613,-0.134435474850405,0.1284638209220856,0.9970186261839578
c_has_number,0.034176806227641805,0.0739435260892455,0.4622014669193948,0.6439368513985406,-0.11075250490727936,0.17910611736256296,1.034767543901349
c_len,-0.025454340777983857,0.02187552720000772,-1.1635989635932007,0.2445865716228237,-0.06833037408999898,0.017421692534031273,0.9748668896133216
c_horizon,0.038070935017971645,0.021315820715691762,1.786041247285661,0.0740925798653791,-0.0037080735847842064,0.0798499436207275,1.0388049179105634
x_against_consensus,-0.3482968985289318,0.38616341725383874,-0.9019417245833622,0.36708782517201755,-1.1051771963464556,0.40858339928859205,0.7058892676145382
